0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.036805556134681769e-02,0.000000000000000000e+00
0.000000000000000000e+00,-6.072724566122793960e-02,0.000000000000000000e+00
0.000000000000000000e+00,-9.106870742630540638e-02,0.000000000000000000e+00
0.000000000000000000e+00,-1.213835831587411901e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.516630229220584380e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.818981871247369875e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.120802491007887369e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.422003976865597097e-01,0.000000000000000000e+00
0.000000000000000000e+00,-2.722498397930064318e-01,0.000000000000000000e+00
0.000000000000000000e+00,-3.022198029726956836e-01,0.000000000000000000e+00
0.000000000000000000e+00,-3.321015379807784051e-01,0.000000000000000000e+00
0.000000000000000000e+00,-3.618863213291896863e-01,0.000000000000000000e+00
0.000000000000000000e+00,-3.915654578333298552e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.211302831504826205e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.505721663092293050e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.798825122291211498e-01,0.000000000000000000e+00
0.000000000000000000e+00,-5.090527642298737776e-01,0.000000000000000000e+00
0.000000000000000000e+00,-5.380744065293510126e-01,0.000000000000000000e+00
0.000000000000000000e+00,-5.669389667296097501e-01,0.000000000000000000e+00
0.000000000000000000e+00,-5.956380182902787368e-01,0.000000000000000000e+00
0.000000000000000000e+00,-6.241631829885508909e-01,0.000000000000000000e+00
0.000000000000000000e+00,-6.525061333650693518e-01,0.000000000000000000e+00
0.000000000000000000e+00,-6.806585951549942726e-01,0.000000000000000000e+00
0.000000000000000000e+00,-7.086123497035401453e-01,0.000000000000000000e+00
0.000000000000000000e+00,-7.363592363652790018e-01,0.000000000000000000e+00
0.000000000000000000e+00,-7.638911548865086054e-01,0.000000000000000000e+00
0.000000000000000000e+00,-7.912000677699900786e-01,0.000000000000000000e+00
0.000000000000000000e+00,-8.182780026213647417e-01,0.000000000000000000e+00
0.000000000000000000e+00,-8.451170544765655990e-01,0.000000000000000000e+00
0.000000000000000000e+00,-8.717093881095435703e-01,0.000000000000000000e+00
0.000000000000000000e+00,-8.980472403196343434e-01,0.000000000000000000e+00
0.000000000000000000e+00,-9.241229221978991548e-01,0.000000000000000000e+00
0.000000000000000000e+00,-9.499288213717771434e-01,0.000000000000000000e+00
0.000000000000000000e+00,-9.754574042273939094e-01,0.000000000000000000e+00
0.000000000000000000e+00,-1.000701218108878132e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.025652893494043649e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.050305146145801727e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.074650779238675913e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.098682685459799302e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.122393849083778372e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.145777348020820652e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.168826355837526920e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.191534143749757080e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.213894082586990386e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.235899644727603386e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.257544406004504012e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.278822047580562726e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.299726357793294484e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.320251233968253057e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.340390684200607696e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.360138829104382774e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.379489903528849037e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.398438258241566201e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.416978361577584167e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.435104801054323698e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.452812284951662480e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.470095643856766943e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.486949832173218855e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.503369929593995069e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.519351142537871846e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.534888805548832558e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.549978382658072196e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.564615468708200341e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.578795790639254681e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.592515208736152044e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.605769717837211452e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.618555448503395056e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.630868668147929412e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.642705782125972735e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.654063334784013461e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.664938010468692386e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.675326634494753719e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.685226174071843275e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.694633739189882249e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.703546583462758779e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.711962104930090600e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.719877846816825651e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.727291498250457691e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.734200894935647774e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.740604019786055057e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.746499003513193093e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.751884125172137763e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.756757812663929386e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.761118643194521605e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.764965343690142907e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.768296791168949778e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.771112013068863345e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.773410187531492932e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.775190643642064359e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.776452861625282598e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.777196472997071730e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.777421260672148007e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.777127159027394043e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.776314253921016606e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.774982782667482217e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.773133133968236130e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.770765847798227766e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.767881615248273919e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.764481278323305702e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.760565829696558726e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.756136412419778692e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.751194319589525872e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.745740993969675969e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.739778027570229479e+00,0.000000000000000000e+00
